"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Argentina","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","42.3","1"
"Argentina","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","41.6","2"
"Argentina","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","47.6","3"
"Argentina","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","49.0","3"
"Argentina","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","50.6","3"
"Argentina","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","50.2","3"
"Argentina","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","69.6","1"
"Argentina","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","68.2","2"
"Argentina","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","73.9","3"
"Argentina","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","75.7","3"
"Argentina","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","77.6","3"
"Argentina","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","78.0","3"
"Aruba","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","41.0","4"
"Aruba","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","32.3","4"
"Australia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","31.6","5"
"Australia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","30.8","5"
"Australia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","31.0","5"
"Australia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","30.7","5"
"Australia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","31.0","5"
"Australia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","31.4","6"
"Australia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","33.3","5"
"Australia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","31.8","5"
"Australia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","32.3","5"
"Australia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","32.1","5"
"Australia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","32.9","5"
"Australia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","33.0","5"
"Australia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","32.8","5"
"Australia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","32.3","5"
"Australia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","31.5","7"
"Australia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","31.9","7"
"Australia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","33.0","7"
"Australia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","33.1","7"
"Australia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","33.2","7"
"Australia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","32.3","7"
"Australia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","32.5","7"
"Australia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","33.2","8"
"Australia","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","61.5","5"
"Australia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","62.5","5"
"Australia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","61.2","5"
"Australia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","62.1","5"
"Australia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","61.6","5"
"Australia","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","62.4","6"
"Australia","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","64.7","5"
"Australia","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","64.7","5"
"Australia","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","64.0","5"
"Australia","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","63.6","5"
"Australia","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","64.1","5"
"Australia","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","64.6","5"
"Australia","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","66.3","5"
"Australia","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","63.4","5"
"Australia","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","62.7","7"
"Australia","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","62.3","7"
"Australia","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","64.7","7"
"Australia","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","65.9","7"
"Australia","Male 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","66.0","7"
"Australia","Male 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","63.5","7"
"Australia","Male 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","63.1","7"
"Australia","Male 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","62.9","8"
"Austria","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.1","9"
"Austria","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.5","9"
"Austria","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.9","10"
"Austria","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","45.0","11"
"Austria","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.5","11"
"Austria","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","46.7","11"
"Austria","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","47.5","11"
"Austria","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","47.5","11"
"Austria","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","48.9","11"
"Austria","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","50.1","11"
"Austria","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","50.6","11"
"Austria","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","51.4","11"
"Austria","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","72.6","9"
"Austria","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","74.3","9"
"Austria","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","75.1","10"
"Austria","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","64.1","11"
"Austria","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","63.6","11"
"Austria","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","65.5","11"
"Austria","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","66.0","11"
"Austria","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","66.2","11"
"Austria","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","66.5","11"
"Austria","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","65.9","11"
"Austria","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","66.6","11"
"Austria","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","65.4","11"
"Bahamas","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","17.5","12"
"Bahamas","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","22.0","12"
"Bahamas","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","17.4","12"
"Bahamas","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","20.2","12"
"Bahamas","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","18.5","12"
"Bahamas","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","19.8","12"
"Bahamas","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","19.1","12"
"Bahamas","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","17.9","12"
"Bahamas","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","17.4","12"
"Bahamas","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","19.2","12"
"Bahamas","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","18.7","12"
"Bahamas","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","28.7","12"
"Bahamas","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","34.9","12"
"Bahamas","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","29.7","12"
"Bahamas","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","32.1","12"
"Bahamas","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","32.7","12"
"Bahamas","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","31.7","12"
"Bahamas","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","29.7","12"
"Bahamas","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","27.8","12"
"Bahamas","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","26.9","12"
"Bahamas","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","29.3","12"
"Bahamas","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","28.4","12"
"Belgium","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","18.3","13"
"Belgium","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","18.7","13"
"Belgium","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","19.2","13"
"Belgium","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","17.6","13"
"Belgium","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","19.9","13"
"Belgium","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","20.1","13"
"Belgium","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","19.2","13"
"Belgium","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","19.0","14"
"Belgium","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","21.5","13"
"Belgium","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","19.2","13"
"Belgium","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","19.8","13"
"Belgium","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","20.6","13"
"Belgium","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","18.7","13"
"Belgium","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","18.8","13"
"Belgium","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","21.4","13"
"Belgium","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","20.6","13"
"Belgium","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","21.4","13"
"Belgium","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","22.4","13"
"Belgium","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","23.2","13"
"Belgium","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","24.5","13"
"Belgium","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","27.7","13"
