"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Afghanistan","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","27","1"
"Afghanistan","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","27","2"
"Albania","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","7","1"
"Albania","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","7","2"
"Albania","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","6","3"
"Albania","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","6","4"
"Albania","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","6","5"
"Albania","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","5","6"
"Albania","Female","1999","IPU_Women in National Parliaments_Sep2007","Percent","5","7"
"Albania","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","12","8"
"Algeria","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","7","1"
"Algeria","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","6","2"
"Algeria","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","6","9"
"Algeria","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","6","3"
"Algeria","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","6","4"
"Algeria","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","3","10"
"Algeria","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","3","6"
"Algeria","Female","1999","IPU_Women in National Parliaments_Sep2007","Percent","3","7"
"Algeria","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","3","11"
"Algeria","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","7","8"
"Andorra","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","29","1"
"Andorra","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","29","2"
"Andorra","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","29","9"
"Andorra","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","14","3"
"Andorra","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","14","4"
"Andorra","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","14","5"
"Andorra","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","14","10"
"Andorra","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","7","6"
"Andorra","Female","1999","IPU_Women in National Parliaments_Sep2007","Percent","7","7"
"Andorra","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","7","11"
"Andorra","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","4","8"
"Angola","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","15","1"
"Angola","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","15","2"
"Angola","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","15","9"
"Angola","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","16","3"
"Angola","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","16","4"
"Angola","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","16","5"
"Angola","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","16","10"
"Angola","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","16","6"
"Angola","Female","1999","IPU_Women in National Parliaments_Sep2007","Percent","16","7"
"Angola","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","16","11"
"Angola","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","10","8"
"Antigua and Barbuda","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","11","1"
"Antigua and Barbuda","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","11","2"
"Antigua and Barbuda","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","11","9"
"Antigua and Barbuda","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","11","3"
"Antigua and Barbuda","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","5","4"
"Antigua and Barbuda","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","5","5"
"Antigua and Barbuda","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","5","10"
"Antigua and Barbuda","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","5","6"
"Antigua and Barbuda","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","5","11"
"Antigua and Barbuda","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","5","8"
"Argentina","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","35","1"
"Argentina","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","35","2"
"Argentina","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","34","9"
"Argentina","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","34","3"
"Argentina","Female","2003","IPU_Women in National Parliaments_Sep2007","Percent","31","4"
"Argentina","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","31","5"
"Argentina","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","27","10"
"Argentina","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","27","6"
"Argentina","Female","1999","IPU_Women in National Parliaments_Sep2007","Percent","28","7"
"Argentina","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","28","11"
"Argentina","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","25","8"
"Armenia","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","9","1"
"Armenia","Female","2006","IPU_Women in National Parliaments_Sep2007","Percent","5","2"
"Armenia","Female","2005","IPU_Women in National Parliaments_Sep2007","Percent","5","9"
"Armenia","Female","2004","IPU_Women in National Parliaments_Sep2007","Percent","5","3"
"Armenia","Female","2002","IPU_Women in National Parliaments_Sep2007","Percent","3","5"
"Armenia","Female","2001","IPU_Women in National Parliaments_Sep2007","Percent","3","10"
"Armenia","Female","2000","IPU_Women in National Parliaments_Sep2007","Percent","3","6"
"Armenia","Female","1998","IPU_Women in National Parliaments_Sep2007","Percent","6","11"
"Armenia","Female","1997","IPU_Women in National Parliaments_Sep2007","Percent","6","8"
"Australia","Female","2007","IPU_Women in National Parliaments_Sep2007","Percent","25","1"
