"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Afghanistan","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","0.40","1"
"Afghanistan","Total","2003","UNESCO_UIS Database_Sep2007","Ratio","0.54","1"
"Albania","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","1.01","1"
"Albania","Total","2003","UNESCO_UIS Database_Sep2007","Ratio","1.01",""
"Albania","Total","2002","UNESCO_UIS Database_Sep2007","Ratio","0.98","1"
"Albania","Total","2001","UNESCO_UIS Database_Sep2007","Ratio","1.02","1"
"Albania","Total","2000","UNESCO_UIS Database_Sep2007","Ratio","1.00","1"
"Albania","Total","1999","UNESCO_UIS Database_Sep2007","Ratio","0.99","1"
"Algeria","Total","2005","UNESCO_UIS Database_Sep2007","Ratio","1.02","1"
"Algeria","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","1.00","1"
"Andorra","Total","2005","UNESCO_UIS Database_Sep2007","Ratio","1.03","2"
"Andorra","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","1.00","2"
"Andorra","Total","2003","UNESCO_UIS Database_Sep2007","Ratio","1.01","2"
"Andorra","Total","2002","UNESCO_UIS Database_Sep2007","Ratio","1.01","2"
"Angola","Total","1999","UNESCO_UIS Database_Sep2007","Ratio","0.85","1"
"Anguilla","Total","2005","UNESCO_UIS Database_Sep2007","Ratio","1.05","1"
"Anguilla","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","1.04","1"
"Anguilla","Total","2003","UNESCO_UIS Database_Sep2007","Ratio","1.03","1"
"Anguilla","Total","2002","UNESCO_UIS Database_Sep2007","Ratio","1.00","1"
"Anguilla","Total","2001","UNESCO_UIS Database_Sep2007","Ratio","0.99","1"
"Anguilla","Total","2000","UNESCO_UIS Database_Sep2007","Ratio","1.02","1"
"Argentina","Total","2004","UNESCO_UIS Database_Sep2007","Ratio","1.10",""
"Argentina","Total","2003","UNESCO_UIS Database_Sep2007","Ratio","1.11",""
"Argentina","Total","2002","UNESCO_UIS Database_Sep2007","Ratio","1.10",""
