"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Afghanistan","Urban","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","91.3","1"
"Albania","Urban","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.7",""
"Albania","Urban","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","115.9",""
"Albania","Urban","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","115.6",""
"Albania","Urban","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.3",""
"Albania","Urban","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.1",""
"Albania","Urban","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.2",""
"Albania","Urban","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.1",""
"Albania","Urban","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.8",""
"Albania","Urban","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.7",""
"Algeria","Urban","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","98.1","2"
"American Samoa","Urban","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","96.7","3"
"Argentina","Urban","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.8","4"
"Argentina","Urban","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.9","4"
"Argentina","Urban","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.0","4"
"Argentina","Urban","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.5",""
"Argentina","Urban","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.1","4"
"Argentina","Urban","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.2","4"
"Armenia","Urban","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.1","2"
"Armenia","Urban","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.4","2"
