"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Albania","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","9.6",""
"Albania","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9",""
"Algeria","Rural Female 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","12.9","1"
"Algeria","Rural Male 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.1","1"
"Algeria","Total Female 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","9.6","1"
"Algeria","Total Male 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.8","1"
"Algeria","Urban Female 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","6.8","1"
"Algeria","Urban Male 15-19 yr","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.5","1"
"American Samoa","Total Female 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","4.7","2"
"American Samoa","Total Male 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.6","2"
"Anguilla","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.4","3"
"Anguilla","Total Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.6","3"
"Anguilla","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0","3"
"Argentina","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","12.4",""
"Argentina","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.7",""
"Armenia","Rural Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","11.4","4"
"Armenia","Rural Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9","4"
"Armenia","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","7.9","4"
"Armenia","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.8","4"
"Armenia","Urban Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5.9","4"
"Armenia","Urban Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.8","4"
"Aruba","Total Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.1","1"
"Aruba","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.2","1"
"Aruba","Total Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.6","1"
"Aruba","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.4","1"
"Australia","Rural Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.3",""
"Australia","Rural Female 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.2",""
"Australia","Rural Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.6",""
"Australia","Rural Male 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.7",""
"Australia","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1",""
"Australia","Total Female 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.7","1"
"Australia","Total Female 15-19 yr","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.9","1"
"Australia","Total Female 15-19 yr","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.6","1"
"Australia","Total Female 15-19 yr","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2.2","1"
"Australia","Total Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2.9","1"
"Australia","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.9","5"
"Australia","Total Female 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.2","1"
"Australia","Total Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.1","1"
"Australia","Total Female 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.7","1"
"Australia","Total Female 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.4",""
"Australia","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.4",""
"Australia","Total Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.1","1"
"Australia","Total Male 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.2","1"
"Australia","Total Male 15-19 yr","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.3","1"
"Australia","Total Male 15-19 yr","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1","1"
"Australia","Total Male 15-19 yr","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.5","1"
"Australia","Total Male 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2","1"
"Australia","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.2","5"
"Australia","Total Male 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.3","1"
"Australia","Total Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.3","1"
"Australia","Total Male 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.3","1"
"Australia","Total Male 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.6",""
"Australia","Urban Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9",""
"Australia","Urban Female 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.3",""
"Australia","Urban Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.4",""
"Australia","Urban Male 15-19 yr","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.5",""
"Austria","Rural Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.7","1"
"Austria","Rural Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.9","1"
"Austria","Rural Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.3","1"
"Austria","Rural Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.3","1"
"Austria","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.9","1"
"Austria","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.7","1"
"Austria","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.7","1"
"Austria","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.6","1"
"Austria","Urban Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.7","1"
"Austria","Urban Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.3","1"
"Austria","Urban Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9","1"
"Austria","Urban Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.8","1"
"Azerbaijan","Rural Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","8.1","1"
"Azerbaijan","Rural Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.1","1"
"Azerbaijan","Total Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","7.5","1"
"Azerbaijan","Total Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.1","1"
"Azerbaijan","Urban Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","6.8","1"
"Azerbaijan","Urban Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.1","1"
"Bahamas","Total Female 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.7",""
"Bahamas","Total Male 15-19 yr","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9",""
"Bahrain","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","4.2",""
"Bahrain","Total Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","6.7","6"
"Bahrain","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","6.7",""
"Bahrain","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.3",""
"Bahrain","Total Male 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.5","6"
"Bahrain","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.5",""
"Bangladesh","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","51.3",""
"Bangladesh","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5",""
"Belarus","Rural Female 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","9.4","1"
"Belarus","Rural Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","11.5","1"
"Belarus","Rural Male 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.1","1"
"Belarus","Rural Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.3","1"
"Belarus","Total Female 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","6.3","1"
"Belarus","Total Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","8.1","1"
"Belarus","Total Male 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1","1"
"Belarus","Total Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.6","1"
"Belarus","Urban Female 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5.5","1"
"Belarus","Urban Female 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","7.1","1"
"Belarus","Urban Male 15-19 yr","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1","1"
"Belarus","Urban Male 15-19 yr","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.7","1"
"Belgium","Total Female 15-19 yr","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1","1"
"Belgium","Total Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","1.1","1"
"Belgium","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2.5","1"
"Belgium","Total Male 15-19 yr","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.1","1"
"Belgium","Total Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.1","1"
"Belgium","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","0.3","1"
"Belize","Rural Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","11.8",""
"Belize","Rural Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.7",""
"Belize","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","7.9",""
"Belize","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.4",""
"Belize","Urban Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","4",""
"Belize","Urban Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1",""
"Bermuda","Total Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.4","7"
"Bermuda","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.9","1"
"Bermuda","Total Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0.1","7"
"Bermuda","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","0","1"
"Bolivia","Rural Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","18.5",""
"Bolivia","Rural Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","18.7",""
"Bolivia","Rural Female 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","12.8","8"
"Bolivia","Rural Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5",""
"Bolivia","Rural Male 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","4.8",""
"Bolivia","Rural Male 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","3.4","8"
"Bolivia","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","13.1",""
"Bolivia","Total Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","13.5",""
"Bolivia","Total Female 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","11","8"
"Bolivia","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.9",""
"Bolivia","Total Male 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.7",""
"Bolivia","Total Male 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2.9","8"
"Bolivia","Urban Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","10.8",""
"Bolivia","Urban Female 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","10.8",""
"Bolivia","Urban Female 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","9.6","8"
"Bolivia","Urban Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.3",""
"Bolivia","Urban Male 15-19 yr","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3",""
"Bolivia","Urban Male 15-19 yr","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Percent","2.5","8"
"Botswana","Total Female 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5.3",""
"Botswana","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","5.4",""
"Botswana","Total Male 15-19 yr","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","1.2",""
"Botswana","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","2.3",""
"Brazil","Rural Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","21.9","1"
"Brazil","Rural Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","29.1","9"
"Brazil","Rural Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.4","1"
"Brazil","Rural Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","4.8","9"
"Brazil","Total Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","16.1","1"
"Brazil","Total Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","16.5","9"
"Brazil","Total Male 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.5","1"
"Brazil","Total Male 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","3.3","9"
"Brazil","Urban Female 15-19 yr","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","14.8","1"
"Brazil","Urban Female 15-19 yr","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Percent","21.7","9"
