"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Argentina","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","16.8","1"
"Argentina","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","16.9","2"
"Argentina","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","18.0","3"
"Argentina","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","16.4","3"
"Argentina","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","16.0","3"
"Argentina","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","15.8","3"
"Argentina","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","9.4","1"
"Argentina","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.3","2"
"Argentina","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","7.7","3"
"Argentina","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","6.8","3"
"Argentina","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","6.0","3"
"Argentina","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","5.6","3"
"Aruba","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","2.2","4"
"Aruba","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","0.7","4"
"Australia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","24.2","5"
"Australia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","24.7","5"
"Australia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","24.6","5"
"Australia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","25.8","5"
"Australia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","25.4","5"
"Australia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","25.4","6"
"Australia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","25.3","5"
"Australia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","25.6","5"
"Australia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","25.5","5"
"Australia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","29.1","5"
"Australia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","28.7","5"
"Australia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","29.1","5"
"Australia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","28.9","5"
"Australia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","29.7","5"
"Australia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","30.6","7"
"Australia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","29.4","7"
"Australia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","28.2","7"
"Australia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","28.2","7"
"Australia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","28.2","7"
"Australia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","27.9","7"
"Australia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","27.2","7"
"Australia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","26.6","8"
"Australia","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","9.6","5"
"Australia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","9.3","5"
"Australia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","9.6","5"
"Australia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","10.0","5"
"Australia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.8","5"
